age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,deposit
59,retired,married,secondary,2291,no,yes,127,3,-1,0,no
27,services,married,secondary,54,yes,no,97,1,370,1,no
48,services,married,secondary,2850,yes,no,107,3,-1,0,no
24,admin.,single,secondary,1235,yes,yes,76,3,-1,0,no
56,admin.,married,secondary,360,yes,yes,98,2,-1,0,no
34,management,married,tertiary,1352,no,no,265,2,-1,0,no
35,technician,married,secondary,905,no,yes,114,2,-1,0,no
57,retired,married,tertiary,138,no,no,157,5,-1,0,no
30,blue-collar,single,secondary,0,yes,no,768,2,-1,0,no
40,admin.,divorced,secondary,221,yes,no,154,2,-1,0,no
48,blue-collar,married,primary,-254,no,yes,134,4,-1,0,no
35,management,married,tertiary,1510,yes,no,61,1,-1,0,no
46,services,married,secondary,1757,yes,no,380,4,-1,0,no
30,blue-collar,married,primary,0,yes,no,239,2,-1,0,no
37,services,single,secondary,934,yes,no,242,3,-1,0,no
30,unemployed,married,tertiary,0,yes,no,756,1,-1,0,no
46,management,married,tertiary,1217,yes,no,236,1,-1,0,no
43,blue-collar,divorced,primary,-57,yes,no,221,2,-1,0,no
40,blue-collar,single,secondary,82,yes,no,135,6,370,5,no
34,unemployed,married,secondary,438,yes,yes,272,1,323,1,no
43,admin.,divorced,secondary,729,yes,no,668,2,-1,0,no
31,services,married,secondary,0,yes,no,224,2,-1,0,no
37,blue-collar,married,secondary,374,yes,no,944,3,-1,0,no
49,self-employed,single,tertiary,-341,no,yes,920,2,-1,0,no
38,blue-collar,married,secondary,-367,yes,yes,354,1,-1,0,no
27,admin.,single,secondary,592,yes,yes,466,3,-1,0,no
35,management,divorced,tertiary,457,yes,no,114,3,-1,0,no
47,unemployed,single,secondary,4819,no,no,144,1,-1,0,no
56,blue-collar,married,primary,-85,yes,yes,118,1,-1,0,no
26,self-employed,single,secondary,467,yes,yes,90,2,-1,0,no
29,admin.,single,secondary,-309,yes,yes,215,1,-1,0,no
53,blue-collar,married,secondary,21522,no,no,146,4,-1,0,no
38,blue-collar,married,primary,467,yes,no,379,1,-1,0,no
33,blue-collar,married,tertiary,870,no,yes,545,3,-1,0,no
30,blue-collar,single,secondary,-93,yes,no,149,2,-1,0,no
36,admin.,married,secondary,75,yes,no,52,4,-1,0,no
37,blue-collar,single,secondary,292,no,no,9,1,-1,0,no
60,blue-collar,married,secondary,0,no,yes,124,1,-1,0,no
48,management,married,tertiary,263,yes,no,350,2,-1,0,no
32,management,married,tertiary,134,no,yes,162,2,-1,0,no
31,self-employed,single,tertiary,91,no,no,206,1,-1,0,no
54,management,married,tertiary,0,no,yes,307,3,-1,0,no
31,self-employed,married,tertiary,229,no,no,184,1,-1,0,no
31,blue-collar,married,secondary,892,yes,no,25,22,-1,0,no
29,services,single,secondary,197,yes,no,19,2,-1,0,no
23,blue-collar,married,primary,-213,no,no,165,2,-1,0,no
51,management,married,tertiary,-321,no,no,470,2,9,2,no
32,blue-collar,single,secondary,604,no,no,410,2,196,2,no
48,management,married,primary,606,no,no,77,6,-1,0,no
32,blue-collar,married,primary,1518,yes,no,35,3,-1,0,no
44,housemaid,married,secondary,192,no,no,232,2,-1,0,no
35,management,married,tertiary,0,yes,yes,86,4,-1,0,no
46,technician,married,secondary,289,no,no,51,3,-1,0,no
31,admin.,married,secondary,535,no,no,249,3,-1,0,no
31,blue-collar,single,secondary,33,yes,no,214,4,-1,0,no
36,blue-collar,married,primary,243,yes,yes,118,2,-1,0,no
35,services,married,tertiary,0,yes,no,312,2,-1,0,no
35,services,married,secondary,1279,yes,no,114,5,-1,0,no
36,technician,married,tertiary,1327,no,no,174,2,-1,0,no
52,blue-collar,married,tertiary,297,yes,no,62,2,195,1,no
27,technician,single,secondary,740,yes,no,294,1,-1,0,no
47,services,married,secondary,278,yes,no,51,1,366,1,no
43,unemployed,married,secondary,553,no,no,125,1,-1,0,no
41,entrepreneur,married,primary,406,no,no,272,1,-1,0,no
18,student,single,secondary,5,no,no,143,2,-1,0,no
45,blue-collar,married,secondary,2071,no,yes,1148,2,-1,0,no
41,technician,married,secondary,0,no,no,411,2,156,8,no
34,technician,married,tertiary,932,yes,no,218,1,-1,0,no
46,services,married,secondary,-119,yes,no,151,3,-1,0,no
38,technician,married,secondary,381,yes,no,126,2,-1,0,no
23,services,married,secondary,1309,yes,no,349,2,-1,0,no
73,retired,married,primary,542,no,no,107,5,-1,0,no
41,technician,married,unknown,30,yes,no,151,1,-1,0,no
43,management,single,tertiary,0,no,no,155,2,-1,0,no
51,management,married,tertiary,-15,no,no,212,2,-1,0,no
45,services,married,unknown,318,no,no,63,2,-1,0,no
47,housemaid,divorced,primary,1405,no,no,127,1,-1,0,no
35,blue-collar,married,tertiary,5271,yes,no,119,2,-1,0,no
38,admin.,divorced,secondary,-51,no,yes,102,1,-1,0,no
31,management,married,tertiary,3914,no,yes,266,1,-1,0,no
49,entrepreneur,married,tertiary,4976,yes,no,105,1,-1,0,no
29,blue-collar,single,secondary,16,no,no,197,3,-1,0,no
39,admin.,married,secondary,1595,yes,no,102,2,-1,0,no
41,entrepreneur,married,tertiary,306,yes,no,102,3,-1,0,no
34,blue-collar,single,secondary,215,no,no,329,1,94,3,no
39,management,single,tertiary,0,yes,no,561,4,369,3,no
78,retired,divorced,unknown,2628,no,no,129,2,-1,0,no
33,management,married,tertiary,1778,no,no,134,1,103,1,no
59,retired,married,primary,1423,yes,no,584,2,-1,0,no
52,management,married,tertiary,659,no,no,517,4,-1,0,no
35,entrepreneur,married,tertiary,-31,yes,no,171,2,-1,0,no
43,admin.,married,secondary,-204,yes,no,163,2,-1,0,no
43,technician,single,secondary,1462,no,no,75,2,-1,0,no
36,blue-collar,married,secondary,723,yes,no,101,2,-1,0,no
36,admin.,single,tertiary,3954,yes,no,432,1,-1,0,no
45,unemployed,single,secondary,33,no,no,437,1,-1,0,no
47,management,married,primary,4151,yes,no,114,1,-1,0,no
38,admin.,divorced,secondary,0,no,yes,126,3,-1,0,no
45,entrepreneur,married,tertiary,219,yes,yes,118,4,-1,0,no
33,technician,married,tertiary,2728,no,no,295,2,-1,0,no
38,management,divorced,tertiary,76,no,no,220,3,-1,0,no
36,technician,married,tertiary,4388,no,no,52,3,-1,0,no
38,blue-collar,married,secondary,-210,yes,no,21,1,-1,0,no
34,self-employed,married,tertiary,2427,no,no,90,3,70,3,no
32,admin.,single,secondary,45,yes,yes,908,3,344,7,no
49,technician,married,secondary,-74,yes,no,114,1,-1,0,no
37,management,single,tertiary,2173,no,no,158,3,114,1,no
47,technician,divorced,tertiary,8422,no,no,200,4,-1,0,no
28,self-employed,married,tertiary,120,yes,yes,130,3,-1,0,no
29,admin.,divorced,secondary,1320,yes,yes,489,1,-1,0,no
30,services,single,secondary,245,no,yes,187,2,-1,0,no
34,admin.,divorced,primary,9569,yes,no,43,2,-1,0,no
39,technician,single,unknown,0,yes,no,130,1,-1,0,no
26,blue-collar,married,secondary,2770,yes,no,141,1,-1,0,no
38,technician,divorced,secondary,1221,yes,yes,73,7,-1,0,no
47,admin.,married,secondary,298,yes,no,183,1,-1,0,no
61,management,married,secondary,967,no,no,180,1,-1,0,no
35,technician,married,secondary,0,no,no,125,2,-1,0,no
34,admin.,married,secondary,0,yes,no,30,4,-1,0,no
34,entrepreneur,married,secondary,1368,yes,no,252,2,-1,0,no
56,technician,single,secondary,751,yes,no,43,8,177,5,no
47,services,married,secondary,2597,yes,no,323,1,-1,0,no
36,unemployed,married,secondary,-35,no,no,339,3,-1,0,no
43,technician,married,secondary,629,no,no,196,1,-1,0,no
51,admin.,married,primary,1330,yes,no,415,8,-1,0,no
40,technician,single,secondary,277,yes,no,274,2,-1,0,no
38,services,married,tertiary,1018,no,no,325,3,-1,0,no
34,management,married,tertiary,11,yes,no,654,1,-1,0,no
47,self-employed,married,tertiary,0,no,no,28,1,-1,0,no
57,entrepreneur,married,secondary,905,no,no,121,1,-1,0,no
35,technician,married,secondary,15474,no,no,89,1,92,2,no
45,management,married,tertiary,54,yes,no,107,3,-1,0,no
55,unemployed,married,secondary,-246,no,yes,305,2,-1,0,no
54,management,married,secondary,0,no,no,106,1,-1,0,no
39,services,married,primary,1951,yes,no,208,2,-1,0,no
58,services,married,primary,65,no,no,162,1,-1,0,no
31,admin.,married,secondary,368,yes,no,414,5,361,3,no
35,blue-collar,married,primary,51,yes,no,593,2,-1,0,no
45,technician,married,secondary,3492,yes,yes,46,4,-1,0,no
44,admin.,divorced,secondary,21,yes,no,681,3,-1,0,no
57,blue-collar,married,primary,8403,no,no,11,11,-1,0,no
41,technician,married,secondary,978,no,no,55,2,-1,0,no
42,blue-collar,married,secondary,165,yes,no,333,2,-1,0,no
49,technician,single,unknown,350,no,no,91,3,-1,0,no
52,self-employed,divorced,secondary,385,no,yes,96,4,-1,0,no
57,blue-collar,married,secondary,2058,yes,no,23,2,-1,0,no
29,management,single,tertiary,-11,yes,no,164,2,-1,0,no
34,blue-collar,single,primary,505,yes,no,351,1,-1,0,no
36,management,married,tertiary,-547,yes,no,267,1,259,2,no
39,management,married,tertiary,562,no,no,303,2,-1,0,no
53,blue-collar,divorced,primary,4222,no,no,112,1,-1,0,no
40,services,married,secondary,105,yes,no,161,1,-1,0,no
38,services,single,secondary,0,yes,no,166,2,-1,0,no
34,admin.,single,secondary,66,yes,no,237,1,-1,0,no
40,services,married,secondary,0,yes,yes,226,2,-1,0,no
39,management,married,secondary,13578,yes,no,185,2,-1,0,no
51,technician,single,tertiary,11222,yes,no,126,2,171,7,no
33,admin.,married,secondary,1737,no,no,524,2,-1,0,no
59,management,divorced,tertiary,59,yes,no,273,1,-1,0,no
30,technician,single,secondary,54,no,no,194,2,-1,0,no
61,technician,married,primary,2282,no,no,1092,1,-1,0,no
24,admin.,married,secondary,299,yes,no,209,1,321,1,no
36,management,married,tertiary,396,no,no,67,5,-1,0,no
34,technician,single,tertiary,184,yes,no,87,3,-1,0,no
47,blue-collar,married,primary,475,yes,yes,99,2,251,7,no
40,technician,married,secondary,-496,no,no,22,2,-1,0,no
46,technician,divorced,secondary,117,no,no,94,2,-1,0,no
32,management,married,tertiary,713,yes,no,76,7,-1,0,no
39,management,married,tertiary,45,no,no,148,4,-1,0,no
35,management,single,tertiary,1496,yes,no,73,4,-1,0,no
37,services,single,primary,0,no,yes,155,6,245,5,no
45,technician,married,unknown,886,yes,no,75,2,42,1,no
38,blue-collar,married,primary,4592,yes,no,360,1,-1,0,no
52,technician,married,secondary,-38,no,no,613,1,-1,0,no
28,blue-collar,single,primary,431,yes,no,68,2,363,2,no
35,management,single,tertiary,-292,yes,no,166,2,272,6,no
45,technician,married,secondary,2571,no,no,146,2,-1,0,no
33,management,single,tertiary,191,no,yes,678,4,209,1,no
42,technician,divorced,secondary,1689,yes,no,50,2,-1,0,no
23,student,single,secondary,8494,no,no,158,2,-1,0,no
49,entrepreneur,divorced,secondary,159,yes,no,95,3,-1,0,no
52,technician,married,tertiary,7,no,yes,175,1,-1,0,no
27,management,single,secondary,35,no,no,255,1,-1,0,no
34,management,married,secondary,1007,yes,no,240,2,-1,0,no
31,technician,married,secondary,106,yes,no,101,13,-1,0,no
45,admin.,married,secondary,0,yes,no,108,5,-1,0,no
32,admin.,married,secondary,0,no,no,206,3,-1,0,no
51,blue-collar,married,primary,216,yes,no,666,3,274,3,no
56,management,married,tertiary,746,no,no,193,1,-1,0,no
44,admin.,married,secondary,764,yes,no,232,1,213,1,no
41,blue-collar,married,secondary,193,yes,no,130,1,-1,0,no
54,self-employed,married,tertiary,368,no,no,7,4,-1,0,no
31,technician,single,secondary,205,yes,no,342,2,-1,0,no
25,admin.,single,secondary,96,yes,no,176,2,-1,0,no
50,technician,divorced,secondary,8016,no,no,903,4,-1,0,no
41,entrepreneur,married,tertiary,221,yes,no,57,2,-1,0,no
33,unemployed,single,tertiary,157,yes,no,897,5,-1,0,no
49,blue-collar,married,primary,4830,yes,no,350,1,-1,0,no
34,technician,single,tertiary,1039,no,no,342,3,-1,0,no
60,retired,married,primary,71,no,no,121,3,-1,0,no
45,admin.,married,secondary,1214,yes,no,150,2,189,2,no
40,self-employed,married,secondary,0,no,no,61,1,-1,0,no
50,admin.,divorced,secondary,0,yes,no,174,1,-1,0,no
27,management,single,secondary,116,yes,no,138,2,-1,0,no
53,technician,married,secondary,100,no,no,205,4,-1,0,no
31,services,single,secondary,91,yes,no,111,2,-1,0,no
24,blue-collar,single,secondary,-398,yes,no,14,3,355,4,no
68,retired,married,tertiary,2820,no,no,158,1,92,3,no
27,services,single,secondary,223,yes,yes,297,2,-1,0,no
46,management,single,tertiary,2278,no,no,218,5,-1,0,no
23,technician,single,secondary,-782,yes,yes,197,10,-1,0,no
76,retired,married,unknown,8919,no,no,231,1,-1,0,no
48,entrepreneur,married,secondary,104,yes,yes,55,1,-1,0,no
60,management,married,tertiary,3387,no,no,636,2,-1,0,no
46,entrepreneur,married,secondary,0,no,yes,115,1,-1,0,no
36,admin.,single,secondary,449,yes,no,136,3,-1,0,no
30,technician,single,secondary,4787,yes,no,266,1,167,2,no
33,management,single,tertiary,1240,yes,no,505,2,260,1,no
36,admin.,single,secondary,191,yes,no,18,7,-1,0,no
44,blue-collar,married,tertiary,2185,yes,no,698,1,-1,0,no
36,admin.,single,secondary,0,yes,no,139,2,-1,0,no
44,technician,married,secondary,2857,no,no,318,2,-1,0,no
70,retired,married,primary,3782,no,no,618,1,-1,0,no
48,technician,divorced,tertiary,83,no,yes,243,6,-1,0,no
52,management,married,tertiary,6,no,no,57,1,-1,0,no
34,admin.,single,secondary,88,yes,no,169,2,-1,0,no
35,technician,married,secondary,294,yes,no,238,6,98,5,no
54,entrepreneur,married,tertiary,84,no,no,34,2,-1,0,no
47,technician,divorced,secondary,84,no,no,49,2,-1,0,no
38,blue-collar,married,secondary,602,yes,no,161,12,-1,0,no
41,management,divorced,secondary,0,no,no,438,2,-1,0,no
28,blue-collar,married,secondary,-470,yes,no,275,2,-1,0,no
58,services,married,secondary,-37,no,yes,150,2,205,6,no
59,admin.,married,secondary,2145,no,no,273,2,-1,0,no
32,management,married,tertiary,937,no,no,61,1,190,1,no
55,blue-collar,married,secondary,2059,yes,no,149,1,259,4,no
38,blue-collar,married,secondary,3598,no,no,154,1,-1,0,no
40,blue-collar,married,primary,1206,no,yes,201,5,-1,0,no
45,entrepreneur,divorced,tertiary,1273,yes,yes,206,2,162,3,no
42,entrepreneur,married,secondary,46,no,no,1013,1,-1,0,no
53,self-employed,married,secondary,534,yes,no,115,4,-1,0,no
32,technician,married,secondary,-300,no,no,226,9,-1,0,no
55,housemaid,married,primary,4,no,no,85,3,-1,0,no
54,services,married,unknown,386,no,yes,74,1,152,1,no
46,blue-collar,married,secondary,-396,no,yes,115,1,-1,0,no
39,management,married,tertiary,0,yes,no,112,1,-1,0,no
36,management,divorced,tertiary,14930,no,no,190,1,-1,0,no
44,management,married,tertiary,-600,yes,no,360,1,-1,0,no
28,student,single,tertiary,3733,yes,no,419,5,91,7,no
36,admin.,married,secondary,465,yes,no,160,1,-1,0,no
43,technician,married,secondary,994,yes,yes,51,1,-1,0,no
25,blue-collar,married,secondary,758,yes,no,504,3,-1,0,no
31,management,married,tertiary,256,yes,no,28,24,-1,0,no
60,retired,married,tertiary,3461,no,no,128,2,-1,0,no
29,technician,divorced,secondary,124,no,no,125,1,-1,0,no
46,services,divorced,secondary,355,yes,no,122,2,338,8,no
31,management,married,tertiary,1514,no,no,284,2,-1,0,no
31,management,married,tertiary,40,no,no,118,2,-1,0,no
45,blue-collar,married,unknown,-320,yes,no,204,3,-1,0,no
60,retired,married,primary,566,no,yes,423,1,-1,0,no
50,housemaid,married,secondary,388,no,no,152,2,89,2,no
34,management,married,tertiary,577,yes,no,243,2,153,1,no
33,admin.,married,secondary,17,yes,no,74,1,351,1,no
57,housemaid,married,primary,260,yes,no,38,3,-1,0,no
38,self-employed,divorced,secondary,0,yes,no,84,1,-1,0,no
42,management,married,tertiary,1823,yes,no,31,1,-1,0,no
54,self-employed,married,primary,1463,no,no,60,1,-1,0,no
46,services,divorced,unknown,3390,no,no,152,3,-1,0,no
59,management,married,primary,2769,yes,no,104,1,131,2,no
38,self-employed,married,secondary,215,yes,no,70,1,167,1,no
49,technician,married,secondary,12531,no,no,77,8,-1,0,no
49,technician,married,tertiary,80,no,no,123,1,-1,0,no
30,technician,divorced,tertiary,317,yes,no,67,5,-1,0,no
52,self-employed,single,primary,217,no,yes,193,6,-1,0,no
38,admin.,married,secondary,4874,no,no,1291,3,-1,0,no
44,admin.,single,secondary,275,yes,no,7,5,367,4,no
39,management,married,primary,738,yes,yes,215,3,-1,0,no
38,admin.,married,secondary,1839,no,no,63,2,-1,0,no
36,technician,divorced,secondary,556,yes,no,154,3,189,1,no
32,services,married,secondary,207,yes,no,360,1,-1,0,no
57,admin.,divorced,secondary,-461,yes,yes,145,8,-1,0,no
45,blue-collar,married,primary,789,no,yes,79,1,-1,0,no
43,management,divorced,tertiary,1133,yes,no,131,1,-1,0,no
42,admin.,single,secondary,4253,yes,no,146,1,-1,0,no
58,retired,married,secondary,255,no,no,362,3,-1,0,no
53,unemployed,married,secondary,582,yes,no,96,2,-1,0,no
30,technician,married,secondary,743,no,no,142,2,-1,0,no
40,blue-collar,married,primary,570,yes,no,109,3,-1,0,no
35,admin.,married,secondary,786,no,yes,322,1,-1,0,no
34,services,married,secondary,295,yes,yes,64,1,-1,0,no
35,management,married,tertiary,2583,no,no,210,1,-1,0,no
28,blue-collar,single,secondary,1285,no,no,199,2,2,17,no
39,technician,single,secondary,287,yes,no,84,3,-1,0,no
51,admin.,married,primary,658,yes,no,369,1,-1,0,no
29,blue-collar,married,secondary,246,yes,no,194,5,-1,0,no
44,entrepreneur,married,tertiary,3463,yes,yes,210,3,-1,0,no
32,blue-collar,divorced,unknown,291,yes,yes,120,6,-1,0,no
28,admin.,single,secondary,19,no,no,78,4,-1,0,no
53,blue-collar,married,secondary,5700,yes,no,97,1,-1,0,no
81,retired,divorced,unknown,0,no,no,128,1,-1,0,no
33,blue-collar,married,secondary,-346,yes,yes,29,3,-1,0,no
37,entrepreneur,married,tertiary,-456,yes,yes,42,7,-1,0,no
37,technician,married,secondary,5953,no,no,1113,1,-1,0,no
35,technician,single,secondary,1693,yes,no,58,1,105,1,no
30,admin.,married,secondary,350,no,yes,171,5,-1,0,no
43,blue-collar,married,primary,-181,yes,no,351,1,337,3,no
45,retired,divorced,secondary,1735,no,yes,306,1,-1,0,no
34,blue-collar,married,secondary,157,yes,no,254,2,-1,0,no
40,admin.,married,secondary,67,no,yes,359,2,152,5,no
60,admin.,married,primary,-444,no,yes,227,1,-1,0,no
54,self-employed,married,primary,0,no,yes,130,2,-1,0,no
39,blue-collar,married,secondary,171,yes,yes,153,1,353,1,no
44,admin.,married,secondary,262,yes,no,74,1,-1,0,no
32,technician,married,tertiary,0,yes,no,231,4,-1,0,no
34,blue-collar,married,secondary,965,yes,no,372,2,332,2,no
44,management,married,tertiary,0,no,no,27,1,-1,0,no
30,management,single,tertiary,6392,yes,no,335,1,-1,0,no
47,unknown,married,unknown,194,no,no,108,1,-1,0,no
74,retired,divorced,primary,2308,no,no,251,2,535,2,no
27,admin.,married,secondary,941,yes,no,124,1,-1,0,no
34,housemaid,divorced,primary,46,yes,no,31,2,-1,0,no
52,housemaid,divorced,secondary,131,yes,yes,87,1,-1,0,no
32,services,married,secondary,1844,yes,yes,158,4,201,6,no
42,admin.,married,secondary,281,yes,no,118,1,-1,0,no
31,technician,single,secondary,109,yes,no,419,1,-1,0,no
31,technician,divorced,secondary,268,no,no,118,2,-1,0,no
31,admin.,married,secondary,298,yes,yes,518,1,-1,0,no
57,entrepreneur,married,secondary,-525,no,yes,337,1,-1,0,no
40,management,married,primary,738,yes,yes,399,2,258,3,no
23,blue-collar,married,secondary,94,yes,no,193,1,-1,0,no
43,management,divorced,unknown,7702,no,no,108,7,102,3,no
45,admin.,divorced,unknown,857,no,no,49,7,-1,0,no
58,technician,divorced,secondary,-354,yes,yes,98,1,-1,0,no
38,blue-collar,married,unknown,0,yes,no,477,2,267,1,no
48,admin.,married,secondary,112,no,no,139,5,-1,0,no
47,technician,divorced,secondary,5735,no,no,282,4,-1,0,no
49,technician,divorced,tertiary,1807,yes,no,225,1,82,1,no
28,blue-collar,single,primary,-30,yes,no,108,5,-1,0,no
31,student,single,secondary,216,no,no,138,1,-1,0,no
38,technician,married,tertiary,127,yes,no,113,1,50,2,no
43,blue-collar,married,secondary,1096,no,yes,180,1,-1,0,no
52,management,married,secondary,5193,no,no,477,2,-1,0,no
43,admin.,single,secondary,6,no,no,244,1,-1,0,no
29,blue-collar,married,secondary,339,yes,no,63,3,354,2,no
45,services,married,secondary,0,no,no,106,2,-1,0,no
59,blue-collar,married,primary,625,no,no,133,1,-1,0,no
48,blue-collar,married,secondary,3776,no,no,254,4,-1,0,no
30,management,married,tertiary,1239,no,no,125,5,-1,0,no
23,housemaid,single,primary,93,yes,no,70,3,-1,0,no
38,technician,divorced,tertiary,304,yes,no,8,2,-1,0,no
52,blue-collar,married,primary,1409,yes,no,224,1,-1,0,no
44,services,married,secondary,191,yes,yes,490,1,-1,0,no
34,blue-collar,single,secondary,79,no,yes,104,1,-1,0,no
32,blue-collar,married,secondary,2263,no,no,113,2,-1,0,no
41,technician,married,secondary,10438,yes,no,141,4,-1,0,no
31,admin.,single,secondary,81,yes,no,215,2,165,11,no
40,management,married,tertiary,964,yes,no,95,3,-1,0,no
52,blue-collar,divorced,primary,0,no,no,19,1,-1,0,no
32,services,married,secondary,3839,yes,no,100,2,189,1,no
26,admin.,single,secondary,586,yes,yes,215,1,-1,0,no
29,management,single,tertiary,600,yes,no,170,5,-1,0,no
31,management,married,tertiary,1343,yes,yes,85,1,-1,0,no
48,blue-collar,married,unknown,113,no,no,104,13,-1,0,no
27,blue-collar,single,secondary,240,yes,no,166,4,-1,0,no
30,blue-collar,married,secondary,194,yes,no,475,3,-1,0,no
28,blue-collar,married,primary,278,yes,yes,31,9,373,4,no
35,blue-collar,married,secondary,260,yes,no,155,6,-1,0,no
47,technician,divorced,secondary,1013,no,no,54,3,-1,0,no
35,blue-collar,married,primary,0,yes,no,265,1,290,2,no
31,technician,married,secondary,2363,yes,no,247,1,-1,0,no
53,blue-collar,married,secondary,913,yes,no,730,1,-1,0,no
26,technician,single,tertiary,686,yes,no,98,2,-1,0,no
35,technician,married,secondary,149,yes,no,99,1,245,2,no
29,admin.,married,secondary,500,yes,no,8,8,-1,0,no
39,technician,married,tertiary,11766,yes,no,313,4,102,5,no
31,technician,single,secondary,137,no,no,27,14,-1,0,no
48,management,single,tertiary,0,no,no,96,3,-1,0,no
36,management,single,tertiary,335,no,no,5,1,772,4,no
27,admin.,married,secondary,16,yes,no,54,3,-1,0,no
49,admin.,married,secondary,0,no,no,115,2,-1,0,no
34,technician,single,tertiary,9851,yes,no,128,5,-1,0,no
28,services,single,secondary,525,no,no,81,1,-1,0,no
49,technician,married,secondary,788,no,no,162,7,-1,0,no
35,blue-collar,married,tertiary,1016,yes,no,294,2,-1,0,no
53,housemaid,divorced,secondary,292,no,no,92,2,-1,0,no
58,retired,single,primary,999,no,no,188,6,-1,0,no
37,blue-collar,married,secondary,2870,yes,no,94,2,-1,0,no
27,admin.,single,tertiary,689,no,no,98,1,307,1,no
30,services,single,secondary,-100,yes,yes,292,1,-1,0,no
35,blue-collar,married,unknown,1084,yes,no,1019,1,-1,0,no
32,management,single,tertiary,154,no,yes,301,3,-1,0,no
53,blue-collar,married,secondary,1653,no,no,88,2,-1,0,no
34,admin.,married,secondary,2378,yes,yes,92,1,-1,0,no
38,management,single,tertiary,1515,yes,no,42,5,-1,0,no
34,admin.,married,tertiary,1636,yes,yes,136,1,521,2,no
40,self-employed,married,secondary,1516,yes,yes,373,1,-1,0,no
48,services,married,secondary,127,no,no,117,1,-1,0,no
30,management,single,tertiary,2876,no,no,103,4,-1,0,no
31,management,married,tertiary,1384,yes,no,203,2,2,3,no
37,technician,single,secondary,228,yes,no,1740,2,-1,0,no
32,technician,single,tertiary,2481,no,no,547,11,-1,0,no
40,blue-collar,married,secondary,475,yes,no,332,2,-1,0,no
41,management,divorced,tertiary,1401,no,no,110,4,-1,0,no
52,technician,married,unknown,425,yes,no,219,2,254,3,no
29,blue-collar,single,secondary,244,yes,no,19,2,-1,0,no
49,management,married,tertiary,-6847,no,yes,206,1,-1,0,no
43,management,married,tertiary,0,no,no,25,19,-1,0,no
42,management,married,tertiary,386,yes,no,168,1,-1,0,no
37,management,married,tertiary,332,yes,no,190,2,84,7,no
57,services,divorced,primary,1367,no,no,144,3,-1,0,no
25,admin.,single,secondary,120,yes,no,542,1,-1,0,no
30,technician,single,secondary,19,yes,no,16,15,-1,0,no
31,admin.,married,secondary,3,yes,no,37,12,-1,0,no
49,blue-collar,married,primary,-98,yes,no,182,2,-1,0,no
47,blue-collar,married,secondary,303,no,no,261,1,-1,0,no
57,services,divorced,secondary,-752,yes,no,102,1,-1,0,no
26,student,single,tertiary,97,no,no,382,1,-1,0,no
40,retired,married,tertiary,794,no,no,138,1,-1,0,no
34,admin.,single,secondary,1880,yes,no,297,1,-1,0,no
41,blue-collar,married,unknown,732,yes,no,25,1,-1,0,no
53,management,married,tertiary,5261,no,yes,1209,3,-1,0,no
26,admin.,single,secondary,712,yes,no,232,1,-1,0,no
28,student,single,secondary,28,no,no,220,2,-1,0,no
54,retired,married,primary,0,yes,no,159,2,-1,0,no
42,technician,married,secondary,827,no,no,153,3,-1,0,no
29,student,single,secondary,110,yes,no,169,3,-1,0,no
49,unemployed,married,tertiary,377,no,no,158,1,59,2,no
32,services,married,secondary,-344,no,yes,44,1,-1,0,no
29,admin.,single,tertiary,261,no,no,136,19,-1,0,no
60,blue-collar,married,unknown,104,yes,no,22,1,-1,0,no
51,retired,married,primary,610,no,no,86,2,-1,0,no
40,housemaid,divorced,secondary,4328,no,no,133,2,-1,0,no
44,blue-collar,married,tertiary,1371,no,no,788,3,363,4,no
47,blue-collar,married,primary,193,yes,no,171,2,-1,0,no
32,blue-collar,single,unknown,258,yes,no,291,2,-1,0,no
43,blue-collar,married,primary,56,no,no,365,2,-1,0,no
59,retired,married,secondary,136,no,no,301,4,-1,0,no
24,blue-collar,married,secondary,1222,yes,no,369,1,-1,0,no
26,admin.,single,tertiary,3672,yes,no,360,5,-1,0,no
37,blue-collar,single,unknown,2188,no,no,193,8,-1,0,no
27,management,single,secondary,924,yes,no,84,1,-1,0,no
32,technician,married,secondary,11431,no,no,141,5,-1,0,no
44,blue-collar,married,primary,140,yes,no,7,9,-1,0,no
34,technician,divorced,secondary,27,yes,no,133,3,-1,0,no
39,management,married,tertiary,-468,yes,yes,88,2,-1,0,no
30,services,single,secondary,438,yes,no,98,1,178,1,no
44,admin.,divorced,secondary,-43,yes,yes,206,1,-1,0,no
22,student,single,tertiary,1161,no,yes,119,1,-1,0,no
28,services,single,secondary,458,no,no,112,4,201,3,no
41,blue-collar,married,primary,-441,yes,no,352,1,-1,0,no
30,technician,married,secondary,2278,no,yes,47,1,-1,0,no
36,technician,single,secondary,0,no,no,8,13,-1,0,no
39,services,married,secondary,702,yes,no,303,1,300,1,no
38,technician,single,tertiary,69,yes,no,253,3,-1,0,no
31,services,married,secondary,182,no,no,231,2,-1,0,no
29,management,married,tertiary,318,yes,no,1434,2,356,4,no
42,blue-collar,married,primary,-181,yes,no,297,3,-1,0,no
27,technician,single,secondary,261,yes,no,236,2,247,2,no
55,services,married,secondary,244,yes,no,171,1,-1,0,no
28,technician,married,secondary,880,yes,no,188,1,-1,0,no
47,technician,married,secondary,2283,yes,no,170,2,-1,0,no
49,technician,married,secondary,550,yes,no,412,2,-1,0,no
